2019-04-03 11:51:47 [background-preinit] INFO  [org.hibernate.validator.internal.util.Version] - HV000001: Hibernate Validator 6.0.14.Final
2019-04-03 12:13:45 [main] WARN  [org.springframework.boot.actuate.endpoint.EndpointId] - Endpoint ID 'hystrix.stream' contains invalid characters, please migrate to a valid format.
2019-04-03 12:13:45 [main] INFO  [org.springframework.cloud.context.scope.GenericScope] - BeanFactory id=966844a7-30ae-3092-ba6b-0296b6e99194
2019-04-03 12:13:45 [main] INFO  [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$e80037f8] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-03 12:13:46 [main] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 80 (http)
2019-04-03 12:13:46 [main] INFO  [org.springframework.web.context.ContextLoader] - Root WebApplicationContext: initialization completed in 1547 ms
2019-04-03 12:13:46 [main] WARN  [com.netflix.config.sources.URLConfigurationSource] - No URLs will be polled as dynamic configuration sources.
2019-04-03 12:13:46 [main] INFO  [com.netflix.config.sources.URLConfigurationSource] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-04-03 12:13:46 [main] INFO  [com.netflix.config.DynamicPropertyFactory] - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@64279ab
2019-04-03 12:13:47 [main] WARN  [com.netflix.config.sources.URLConfigurationSource] - No URLs will be polled as dynamic configuration sources.
2019-04-03 12:13:47 [main] INFO  [com.netflix.config.sources.URLConfigurationSource] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-04-03 12:13:47 [main] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] - Initializing ExecutorService 'applicationTaskExecutor'
2019-04-03 12:13:47 [main] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] - Initializing ExecutorService 'catalogWatchTaskScheduler'
2019-04-03 12:13:47 [main] WARN  [org.springframework.cloud.netflix.core.CoreAutoConfiguration] - This module is deprecated. It will be removed in the next major release. Please use spring-cloud-netflix-hystrix instead.
2019-04-03 12:13:47 [main] INFO  [org.springframework.cloud.netflix.zuul.ZuulFilterInitializer] - Starting filter initializer
2019-04-03 12:13:47 [main] INFO  [org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver] - Exposing 0 endpoint(s) beneath base path '/actuator'
2019-04-03 12:13:48 [main] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 80 (http) with context path ''
2019-04-03 12:13:48 [main] INFO  [org.springframework.cloud.consul.serviceregistry.ConsulServiceRegistry] - Registering service with consul: NewService{id='consul-zuul-gateway-80', name='consul-zuul-gateway', tags=[secure=false], address='wzhaha', meta=null, port=80, enableTagOverride=null, check=Check{script='null', interval='null', ttl='30s', http='null', method='null', header=null, tcp='null', timeout='null', deregisterCriticalServiceAfter='null', tlsSkipVerify=null, status='null'}, checks=null}
2019-04-03 12:13:48 [main] INFO  [com.springcloud.project.zuulservice.ZuulServiceApplication] - Started ZuulServiceApplication in 4.541 seconds (JVM running for 5.43)
2019-04-03 12:13:48 [RMI TCP Connection(2)-127.0.0.1] INFO  [org.springframework.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2019-04-03 12:13:48 [RMI TCP Connection(4)-127.0.0.1] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Fetching config from server at : http://localhost:8888
2019-04-03 12:13:48 [RMI TCP Connection(4)-127.0.0.1] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2019-04-03 12:13:48 [RMI TCP Connection(4)-127.0.0.1] WARN  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/consul-zuul-gateway/dev": Connection refused (Connection refused); nested exception is java.net.ConnectException: Connection refused (Connection refused)
2019-04-03 12:13:48 [RMI TCP Connection(2)-127.0.0.1] INFO  [org.springframework.web.servlet.DispatcherServlet] - Completed initialization in 10 ms
2019-04-03 12:14:14 [Thread-8] INFO  [org.springframework.cloud.netflix.zuul.ZuulFilterInitializer] - Stopping filter initializer
2019-04-03 12:14:14 [Thread-8] INFO  [org.springframework.cloud.consul.serviceregistry.ConsulServiceRegistry] - Deregistering service with consul: consul-zuul-gateway-80
2019-04-03 12:14:14 [Thread-8] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] - Shutting down ExecutorService 'catalogWatchTaskScheduler'
2019-04-03 12:14:14 [Thread-8] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] - Shutting down ExecutorService 'applicationTaskExecutor'
2019-04-03 12:15:28 [background-preinit] INFO  [org.hibernate.validator.internal.util.Version] - HV000001: Hibernate Validator 6.0.14.Final
2019-04-03 12:15:28 [main] INFO  [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$7e46922b] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-03 12:15:28 [main] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Fetching config from server at : http://localhost:8888
2019-04-03 12:15:29 [main] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2019-04-03 12:15:29 [main] WARN  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/consul-zuul-gateway/dev": Connection refused (Connection refused); nested exception is java.net.ConnectException: Connection refused (Connection refused)
2019-04-03 12:15:29 [main] INFO  [com.springcloud.project.zuulservice.ZuulServiceApplication] - No active profile set, falling back to default profiles: default
2019-04-03 12:15:29 [main] WARN  [org.springframework.boot.actuate.endpoint.EndpointId] - Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
2019-04-03 12:15:29 [main] WARN  [org.springframework.boot.actuate.endpoint.EndpointId] - Endpoint ID 'hystrix.stream' contains invalid characters, please migrate to a valid format.
2019-04-03 12:15:29 [main] INFO  [org.springframework.cloud.context.scope.GenericScope] - BeanFactory id=966844a7-30ae-3092-ba6b-0296b6e99194
2019-04-03 12:15:30 [main] INFO  [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$7e46922b] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-03 12:15:30 [main] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 80 (http)
2019-04-03 12:15:30 [main] INFO  [org.springframework.web.context.ContextLoader] - Root WebApplicationContext: initialization completed in 1482 ms
2019-04-03 12:15:30 [main] WARN  [com.netflix.config.sources.URLConfigurationSource] - No URLs will be polled as dynamic configuration sources.
2019-04-03 12:15:30 [main] INFO  [com.netflix.config.sources.URLConfigurationSource] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-04-03 12:15:30 [main] INFO  [com.netflix.config.DynamicPropertyFactory] - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@7e3d2ebd
2019-04-03 12:15:31 [main] WARN  [com.netflix.config.sources.URLConfigurationSource] - No URLs will be polled as dynamic configuration sources.
2019-04-03 12:15:31 [main] INFO  [com.netflix.config.sources.URLConfigurationSource] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-04-03 12:15:31 [main] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] - Initializing ExecutorService 'applicationTaskExecutor'
2019-04-03 12:15:31 [main] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] - Initializing ExecutorService 'catalogWatchTaskScheduler'
2019-04-03 12:15:32 [main] WARN  [org.springframework.cloud.netflix.core.CoreAutoConfiguration] - This module is deprecated. It will be removed in the next major release. Please use spring-cloud-netflix-hystrix instead.
2019-04-03 12:15:32 [main] INFO  [org.springframework.cloud.netflix.zuul.ZuulFilterInitializer] - Starting filter initializer
2019-04-03 12:15:32 [main] INFO  [org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver] - Exposing 0 endpoint(s) beneath base path '/actuator'
2019-04-03 12:15:32 [main] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 80 (http) with context path ''
2019-04-03 12:15:32 [main] INFO  [org.springframework.cloud.consul.serviceregistry.ConsulServiceRegistry] - Registering service with consul: NewService{id='consul-zuul-gateway-80', name='consul-zuul-gateway', tags=[secure=false], address='wzhaha', meta=null, port=80, enableTagOverride=null, check=Check{script='null', interval='null', ttl='30s', http='null', method='null', header=null, tcp='null', timeout='null', deregisterCriticalServiceAfter='null', tlsSkipVerify=null, status='null'}, checks=null}
2019-04-03 12:15:32 [main] INFO  [com.springcloud.project.zuulservice.ZuulServiceApplication] - Started ZuulServiceApplication in 4.317 seconds (JVM running for 5.031)
2019-04-03 12:15:32 [RMI TCP Connection(2)-127.0.0.1] INFO  [org.springframework.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2019-04-03 12:15:32 [RMI TCP Connection(4)-127.0.0.1] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Fetching config from server at : http://localhost:8888
2019-04-03 12:15:32 [RMI TCP Connection(4)-127.0.0.1] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2019-04-03 12:15:32 [RMI TCP Connection(4)-127.0.0.1] WARN  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/consul-zuul-gateway/dev": Connection refused (Connection refused); nested exception is java.net.ConnectException: Connection refused (Connection refused)
2019-04-03 12:15:32 [RMI TCP Connection(2)-127.0.0.1] INFO  [org.springframework.web.servlet.DispatcherServlet] - Completed initialization in 17 ms
2019-04-03 12:16:11 [Thread-8] INFO  [org.springframework.cloud.netflix.zuul.ZuulFilterInitializer] - Stopping filter initializer
2019-04-03 12:16:11 [Thread-8] INFO  [org.springframework.cloud.consul.serviceregistry.ConsulServiceRegistry] - Deregistering service with consul: consul-zuul-gateway-80
2019-04-03 12:16:11 [Thread-8] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] - Shutting down ExecutorService 'catalogWatchTaskScheduler'
2019-04-03 12:16:11 [Thread-8] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] - Shutting down ExecutorService 'applicationTaskExecutor'
